Unnamed: 0	Role	Utterances	Personality	Emotion
24021	Chandler	" No  we ll we ll bring it back  Just put it under your dress "" "	[0, 0, 0, 1, 0]	anger
13474	Ross	"  Hey  So  uhh  Amanda just just dropped me off  Yeah  that s one of the things I love about her  she s   uh  she s old enough to drive   So uhh  I guess you re not going to mom and dad s tonight "" "	[0, 0, 0, 0, 1]	anger
24893	Monica	 I loved them   	[0, 1, 0, 0, 0]	anger
9267	Joey	 What  oh  oh  oh  no  no  I can \x92t  I can \x92t tell you that  it \x92s like the most awful  horrible thing I \x92ve ever done my whole life   	[0, 0, 1, 0, 0]	anger
17110	Chandler	 We \x92re going to Everest  Okay  it would be nice to leave an ass print on Everest   	[0, 0, 0, 1, 0]	anger
14260	Phoebe	 Oh  It will be fun  Ohh  Yay  Oh  Okay  ooh  let \x92s plan the wedding reception   Wow  You really wanted me to do something with this van   Y \x92know what  I want you to take the chef job   	[1, 0, 0, 0, 0]	joy
36873	Monica	 Oh  wait a minute  Who \x92s is the father    	[0, 1, 0, 0, 0]	joy
47507	Ross	     and while there are certainly vast differences between these Mesozoic fossiles and the example of Homo erectus     	[0, 0, 0, 0, 1]	anger
10020	Monica	 Why  Do you think he \x92s still mad at us   	[0, 1, 0, 0, 0]	anger
14779	Chandler	 All right  Ten buck  Fork it over  Cough it up  Pay the piper  Gimme it   	[0, 0, 0, 1, 0]	joy
43226	Ross	 but you  your so much better off you just go from   guy to guy having fun and never worrying that it terns into anything serious   	[0, 0, 0, 0, 1]	anger
35975	Chandler	 I know it would make me happy  ma \x92am   	[0, 0, 0, 1, 0]	anger
26037	Ross	 Wow  Monica \x92s letting other people help decorate her tree  Did someone get her drunk again or   	[0, 0, 0, 0, 1]	anger
38958	Joey	 That \x92s right   \x91Cause I \x92m a Tribbiani   And this is what we do  I mean we may not be great thinkers or world leaders  we don \x92t read a lot or run very fast  but damnit  We can eat   	[0, 0, 1, 0, 0]	anger
43313	Rachel	" so basically you ve slept with all the woman in   New York and now you re just going around again "" "	[0, 0, 1, 0, 0]	anger
36848	Monica	 Well  there \x92s a lot to think about  I mean  how is she  how is she going to handle this financially  How is she going to juggle work  Does she realize she \x92s not going to have a date again for the next eighteen years   	[0, 1, 0, 0, 0]	joy
562	Chandler	 Hey  that was really good    	[0, 0, 0, 1, 0]	joy
5319	Phoebe	" Hey  hey  ok  all right  that s it  Get in here  Come on  My god  you guys  I don t believe you  There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing  So just stop all the yelling  just stop it "" "	[1, 0, 0, 0, 0]	anger
39989	Monica	 No  it doesn \x92t say where it came from  Where would we return it   	[0, 1, 0, 0, 0]	anger
45641	Ross	" No  That would be stupid  You re having it for me "" "	[0, 0, 0, 0, 1]	joy
3376	Ross	 Oh  god   You know  this is still pretty hot    	[0, 0, 0, 0, 1]	surprise
23334	Monica	" I sure do    And you don t get one "" "	[0, 1, 0, 0, 0]	anger
26371	Rachel	 I know you did  I bought the same one  And if she sees your table she \x92s gonna know that I lied to her  I told her ours was an original   	[0, 0, 1, 0, 0]	anger
33138	Chandler	 That \x92s correct   	[0, 0, 0, 1, 0]	anger
531	Phoebe	 You know  if you tilt your head to the left  and relax your eyes  it kinda looks like an old potato    	[1, 0, 0, 0, 0]	joy
27212	Phoebe	  Hey  What \x92s up   Oh my God  What am I doing     	[1, 0, 0, 0, 0]	joy
11001	Monica	 Wow  You \x92re a lot sturdier that Chandler  He crumpled like a piece of paper  So how was you \x92re trip   	[0, 1, 0, 0, 0]	joy
3692	Chandler	 Well  only if you order stuff   	[0, 0, 0, 1, 0]	joy
1228	Phoebe	 Oh how lame    oh  it\xe2\x80\x99s so tacky  and impersonal   	[1, 0, 0, 0, 0]	joy
672	Ross	"  I m an eight "" "	[0, 0, 0, 0, 1]	joy
34251	Ross	 I was barefoot  Now tell me  the toilet thing is the only thing you taught him right   	[0, 0, 0, 0, 1]	surprise
26690	Chandler	 So is your apron  You \x92re wearing it like a cape   	[0, 0, 0, 1, 0]	anger
30999	Rachel	 Well that was umm \x85Okay   	[0, 0, 1, 0, 0]	anger
44742	Phoebe	" OK  fine  if it means that much to you I ll get rid of Bob "" "	[1, 0, 0, 0, 0]	joy
1476	Monica	" What does the red X next to Bob Greenmore s name mean "" "	[0, 1, 0, 0, 0]	anger
6537	Ross	" Look  you can t do this Mon  All right  if you do this  I m  I m gonna  I m  I m gonna     "" "	[0, 0, 0, 0, 1]	joy
27834	Rachel	 Well  you might want to tell him it sounds like his wife is  gay   	[0, 0, 1, 0, 0]	anger
16627	Rachel	 Ohh  well you got  \x91em   	[0, 0, 1, 0, 0]	joy
7922	Rachel	 You don \x92t pick me  You \x92re stuck with me   	[0, 0, 1, 0, 0]	joy
42570	Monica	 Yeah  we \x92re trying to get pregnant   	[0, 1, 0, 0, 0]	joy
11076	Phoebe	 No I \x92m serious  I mean I \x92m intuitive  but my memory sucks   	[1, 0, 0, 0, 0]	surprise
11065	Monica	  I \x92m quitting   Woo hoo   I \x92m okay   I \x92m all right    	[0, 1, 0, 0, 0]	anger
20902	Rachel	" Hey  don t listen to them  I think it s sexy "" "	[0, 0, 1, 0, 0]	joy
2237	Rachel	 Are you kidding  Eight hours with my mother talking about    Atkins  Good luck  Emma   	[0, 0, 1, 0, 0]	anger
24142	Ross	 We we we \x97I remember being in a chapel   	[0, 0, 0, 0, 1]	joy
21440	Monica	 Oh and you know what I want   	[0, 1, 0, 0, 0]	anger
33964	Phoebe	  Hello   Yes  I \x92m the one who found your phone   	[1, 0, 0, 0, 0]	love
35604	Joey	 I know  I mean it \x92s not like we weren \x92t cool about it   	[0, 0, 1, 0, 0]	joy
33123	Ross	 I can \x92t believe this    	[0, 0, 0, 0, 1]	anger
32679	Rachel	" Oh  isn t that adorable  Joey is afraid of the tarantula "" "	[0, 0, 1, 0, 0]	anger
33890	Rachel	 Well umm  maybe we could uhh \x85  Ah ha  Too slow     	[0, 0, 1, 0, 0]	joy
1849	Monica	 That\xe2\x80\x99s crazy    I am sorry  I just can\xe2\x80\x99t    imagine giving up my one wedding day like that   	[0, 1, 0, 0, 0]	anger
34841	Phoebe	 You sound like a guy   	[1, 0, 0, 0, 0]	joy
13420	Chandler	  Right in there   	[0, 0, 0, 1, 0]	joy
28674	Phoebe	  No  I mean I was really acting my ass off   	[1, 0, 0, 0, 0]	anger
10169	Joey	 I I can \x92t handle this  you guys   	[0, 0, 1, 0, 0]	joy
605	Chandler	" I m smoking  I m smoking  I m smoking  "" "	[0, 0, 0, 1, 0]	joy
45668	Monica	  Kiss him  you fool    	[0, 1, 0, 0, 0]	anger
17427	Chandler	" He just said  ""No strippers ""  "	[0, 0, 0, 1, 0]	anger
23184	Rachel	 Phoebe  are you okay   	[0, 0, 1, 0, 0]	anger
11519	Monica	 Umm  going to the beach  When it stays light real late   	[0, 1, 0, 0, 0]	anger
47063	Rachel	" Alright  Let s just do it  Let s just go over there and see if she heard "" "	[0, 0, 1, 0, 0]	joy
23131	Rachel	 Show cat  Quality show cat  Show cat    	[0, 0, 1, 0, 0]	anger
45054	Chandler	 I might have checked to see if I was ovulating a couple times   	[0, 0, 0, 1, 0]	anger
27328	Rachel	 Well  apparently she caught him cheating on her with someone else  Isn \x92t that sad   God  could you imagine if I actually married him   I mean how different would my life be   	[0, 0, 1, 0, 0]	joy
32114	Phoebe	"  They re here already  How are they doing this  "" "	[1, 0, 0, 0, 0]	joy
18796	Ross	" Well  I don t know what else to do  I mean  I either keep my wife and lose one of my my my best friends or I keep my friend and get divorced the second time before I m 30  So so if anyone has has a better suggestion  let s hear it   Cause I I got nothing  All right  don t be shy  any suggestion will do   Okay then  Here we go  Magic 8 Ball  should I never see Rachel again   Ask again later  Later is not good enough   Ask again later  What the hell  This is broken  It it is broken "" "	[0, 0, 0, 0, 1]	anger
19483	Ross	 All right  Uhh  international   	[0, 0, 0, 0, 1]	joy
47171	Ross	" Ok  we gotta go  yeah  So  we ll see you guys tomorrow "" "	[0, 0, 0, 0, 1]	anger
6662	Phoebe	" No  no  no  I know  I know  ooh    Hi  this is Katelynn  from Phoebe Buffay s office  Um  is um  Ann there for Phoebe  she ll know what it s about  "" "	[1, 0, 0, 0, 0]	anger
70	Rachel	 I\xe2\x80\x99m telling you guys  we followed them out to a house in Westchester  the went in for like forty five minutes and then they came out looking pretty happy   	[0, 0, 1, 0, 0]	anger
30728	Joey	 I don \x92t want to  I \x92m scared   	[0, 0, 1, 0, 0]	anger
21776	Chandler	" Oh  y know  what did you mean when you said pivot "" "	[0, 0, 0, 1, 0]	anger
2841	Joey	" Feminist issue  That s where I went "" "	[0, 0, 1, 0, 0]	anger
745	Ross	"  There y go  "" "	[0, 0, 0, 0, 1]	joy
6966	Ross	 Yeah  it \x92s hard okay  I only have two spots left   	[0, 0, 0, 0, 1]	anger
699	Ross	" And it s a wedding  It d be weird if I m not in it   "" "	[0, 0, 0, 0, 1]	anger
43438	Chandler	 But  those are for you   	[0, 0, 0, 1, 0]	joy
1195	Ross	" Watch   Here  you ehm    You highlight the word    you want to change    Go under Tools and the Thesaurus generates     gives      gives  a whole list    of choices  You can pick the word that sounds smartest "" "	[0, 0, 0, 0, 1]	anger
28749	Phoebe	"   Well  he came in for a massage and everything was fine until    "" "	[1, 0, 0, 0, 0]	joy
43009	Chandler	 Hey  you said that without gagging   	[0, 0, 0, 1, 0]	anger
41278	Joey	 Correct again  But  you forgot to switch legs between questions  so no hopping bonus   	[0, 0, 1, 0, 0]	joy
207	Rachel	"  Hey  what s what s going on  "" "	[0, 0, 1, 0, 0]	anger
5877	Joey	" What  That s not   Oh my God "" "	[0, 0, 1, 0, 0]	anger
8062	Phoebe	 I love this game    	[1, 0, 0, 0, 0]	joy
30771	Monica	 Oh  so you finally took it out of the marina huh   	[0, 1, 0, 0, 0]	anger
3642	Monica	 Ah no  you see  someone was supposed to take them down around New Year \x92s    but obviously someone forgot   	[0, 1, 0, 0, 0]	anger
26466	Rachel	 Oh it does  it does  It is a room separating apparatus from Colonial times   	[0, 0, 1, 0, 0]	joy
14456	Chandler	 I know  I know   	[0, 0, 0, 1, 0]	joy
15205	Ross	 How might you be wrong   	[0, 0, 0, 0, 1]	joy
7699	Monica	 Because he \x92ll know what to do   Oh my God  you \x92re a genius   	[0, 1, 0, 0, 0]	joy
5058	Ross	 Was there   uh  huh  huh  huh    andybody  anybody else there   	[0, 0, 0, 0, 1]	joy
17665	Joey	 I got it   Here we go   	[0, 0, 1, 0, 0]	joy
3991	Phoebe	 OK  I just need two    the  um  ten of spades and the six of clubs   	[1, 0, 0, 0, 0]	anger
21920	Ross	" Yes  I lived with you guys for a while and then I found this place   I m Ross "" "	[0, 0, 0, 0, 1]	anger
33736	Joey	 Will you quit hoggin \x92 it   	[0, 0, 1, 0, 0]	anger
29265	Joey	 What \x97But you saw the show   	[0, 0, 1, 0, 0]	anger
18851	Chandler	 Yeah  I can say that I have a conference and you can say you have a chef thing   	[0, 0, 0, 1, 0]	anger
41365	Monica	 So whenever you \x92re ready to apologize to me  I will forgive you  Good day   I can \x92t feel my legs   	[0, 1, 0, 0, 0]	joy
12775	Chandler	 Oh  umm  Joey was born  and then 28 years later  I was robbed    	[0, 0, 0, 1, 0]	joy
43113	Phoebe	 Joey  why did you set me up with a stranger   	[1, 0, 0, 0, 0]	joy
41033	Ross	 Okay  here I go   	[0, 0, 0, 0, 1]	joy
31744	Monica	 Are you gonna break up with me if I get fat again   	[0, 1, 0, 0, 0]	joy
2004	Chandler	" Well  you can t say we don t know how to throw a party "" "	[0, 0, 0, 1, 0]	joy
47082	Joey	  Wow  You look        stop eating hot  Which is like the highest level of hotness   	[0, 0, 1, 0, 0]	joy
15299	Rachel	 Um hmm   There we go  There it is   	[0, 0, 1, 0, 0]	joy
14176	Chandler	 Oh no  y \x92know with Gandolf we \x92d be out all night   	[0, 0, 0, 1, 0]	joy
14309	Rachel	 Okay  No accountants  Oh  and no one from like legal  I don \x92t like guys with boring jobs   	[0, 0, 1, 0, 0]	anger
47142	Monica	 I think I feel ok about it  Actually I think I feel really good about it   	[0, 1, 0, 0, 0]	anger
43022	Ross	" Dr  Gettleman  Yeah I know  I don t think that s a   good idea  In fact  I think he s dead "" "	[0, 0, 0, 0, 1]	anger
23550	Joey	" Uhh  my stunt double  Yeah  and y know  he s getting a little too familiar for my tastes "" "	[0, 0, 1, 0, 0]	joy
18905	Monica	 Come here   Okay  be right back    	[0, 1, 0, 0, 0]	anger
12128	Chandler	 Buy it for ya  or win it for ya   	[0, 0, 0, 1, 0]	anger
38216	Phoebe	 No I \x92m having fun  I \x92m really \x97And I \x92m really really excited for you and Ursula   	[1, 0, 0, 0, 0]	joy
26307	Joey	 Yeah  I made it of this fruit bowl I found in the garbage   	[0, 0, 1, 0, 0]	anger
15152	Monica	 I \x92m the hostess  Not those guys  I \x92m always the hostess  I mean  I was always the hostess  I mean even when I was little  I mean the girls brought their dollies to my tea party  I I served the best air   	[0, 1, 0, 0, 0]	anger
37403	Rachel	 Okay Ross come on let \x92s just forget about the condoms   	[0, 0, 1, 0, 0]	joy
2598	Chandler	" I m still mad at you for not telling me "" "	[0, 0, 0, 1, 0]	anger
1607	Chandler	  What   Of course I did   	[0, 0, 0, 1, 0]	anger
35845	Joey	 Well  when Jake did it I saw that \x85he was wearing women \x92s underwear   	[0, 0, 1, 0, 0]	joy
2089	Chandler	 You know what just occurred to me  This could be our last Thanksgiving just the two of us  I mean  we could be getting a baby soon   	[0, 0, 0, 1, 0]	anger
22387	Monica	  Hey  Happy Anniversary   	[0, 1, 0, 0, 0]	joy
34761	Monica	 All right  What \x92s going on   	[0, 1, 0, 0, 0]	joy
26777	Chandler	  I \x92m off the list     	[0, 0, 0, 1, 0]	anger
20334	Chandler	" We wanted to kiss at midnight  but nobody else is going to so y know \x85"" "	[0, 0, 0, 1, 0]	anger
1458	Chandler	 Well  I thought  I thought you talked to Rick   	[0, 0, 0, 1, 0]	sadness
17592	Chandler	 No  you should   	[0, 0, 0, 1, 0]	joy
33105	Joey	 Right right up here    	[0, 0, 1, 0, 0]	joy
9597	Chandler	 Why  What happened to him   	[0, 0, 0, 1, 0]	surprise
26955	Joey	"  "" \x85Amy  Happy birthday to you ""  "	[0, 0, 1, 0, 0]	joy
4446	Chandler	" I am telling you  years from now  schoolchildren will study it as one of the greatest first dates of all time  It was unbelievable  We could totally be ourselves  we didn t have to play any games   "" "	[0, 0, 0, 1, 0]	anger
14739	Monica	 Oh  good luck   	[0, 1, 0, 0, 0]	anger
19162	Monica	 We were  we were just in the storage area and we saw this really creepy man   	[0, 1, 0, 0, 0]	anger
47019	Rachel	 Oh  What are we gonna do   	[0, 0, 1, 0, 0]	anger
14036	Monica	  Remember that guy from cooking school I told you about that put cilantro with everything   	[0, 1, 0, 0, 0]	joy
33706	Rachel	 Okay  but taking care of a drunk  naked woman seems like a job for Joey   	[0, 0, 1, 0, 0]	anger
7656	Ross	 What   So what are you going to do  I mean how  how are you going to tell Chandler   	[0, 0, 0, 0, 1]	joy
44127	Monica	" Cowboy boots  I ve never worn cowboy boots in my whole    life  "" "	[0, 1, 0, 0, 0]	anger
47420	Joey	 Tell me who it is   	[0, 0, 1, 0, 0]	joy
16132	Phoebe	 Oh my God   	[1, 0, 0, 0, 0]	anger
3816	Rachel	 Okay  let me just change   	[0, 0, 1, 0, 0]	joy
36440	Monica	 Oh that \x92s sweet  Don \x92t touch me   	[0, 1, 0, 0, 0]	joy
4156	Rachel	 I see your fifty cents    and I raise you    five dollars    	[0, 0, 1, 0, 0]	anger
26896	Phoebe	 Yeah  you never heard of them   	[1, 0, 0, 0, 0]	anger
29841	Chandler	 Richard  No one supposed to know about us   See I  did it again   	[0, 0, 0, 1, 0]	anger
4216	Ross	" Yes  Yes  Yes  Yes  I really do  In fact  it s funny  very often  someone who you wouldn t think could could curl your toes  might just be the one who   "" "	[0, 0, 0, 0, 1]	joy
11303	Joey	  Wait  Give him a minute   	[0, 0, 1, 0, 0]	joy
22202	Joey	" Well  I ve been thinking about this whole commercial thing  y know me going up against Ben  the two of us competing  and that can t lead to anything good  So  I think I m just gonna step aside  I m gonna tell them that I won t audition "" "	[0, 0, 1, 0, 0]	joy
19652	Monica	 Well  get it off now   	[0, 1, 0, 0, 0]	anger
38347	Chandler	 Nope  I can do this all day   	[0, 0, 0, 1, 0]	anger
8880	Ross	" Well  I was with Carol for like eight years and I lost her  And now if it s possible I think I love you even more  So  it s hard for me to believe that I m not gonna  well that someone else is not going to take you away  "" "	[0, 0, 0, 0, 1]	joy
23344	Phoebe	 Thanks a lot  I just got that jerk out of my mind   	[1, 0, 0, 0, 0]	joy
1546	Chandler	" He s not right for the part  So if I suggest    him  my bosses are gonna think I m an idiot  And that s something they should    learn on their own "" "	[0, 0, 0, 1, 0]	anger
60	Rachel	" C mon Daddy  listen to me  It s like  it s like  all of my life  everyone has always told me   You re a shoe  You re a shoe  you re a shoe  you re a shoe    And today I just stopped and I said   What if I don t wanna be a shoe  What if I wanna be a  a purse  y know  Or a  or a hat  No  I m not saying I want you to buy me a hat  I m saying I am a ha  It s a metaphor  Daddy "" "	[0, 0, 1, 0, 0]	joy
32737	Ross	 Thank you  but  but you gotta leave   	[0, 0, 0, 0, 1]	joy
1736	Ross	 Too little  too late  Benji   	[0, 0, 0, 0, 1]	anger
26614	Joey	 Oh  you guys  with this joke  I gotta say  I know I cracked up  but I \x92m not even sure I got it   	[0, 0, 1, 0, 0]	joy
2355	Ross	" I m just so happy you guys are finally getting a kid "" "	[0, 0, 0, 0, 1]	anger
35186	Monica	 Oh  just until the glue dries   	[0, 1, 0, 0, 0]	joy
33258	Joey	 Ross  you should know that my pants are startin \x92 to come down and I \x92m not wearing any underwear   	[0, 0, 1, 0, 0]	joy
32338	Rachel	 Oh Monica come on  y \x92know I don \x92t sleep with guys on the first date   	[0, 0, 1, 0, 0]	anger
36803	Ross	 Mona umm \x85Clickclocken  The famous botanist  Huh  Oh no she \x92s uh \x97well she \x92s dead now  No  supposedly she was once quite the hottie of the plant world   	[0, 0, 0, 0, 1]	anger
3834	Phoebe	 Right  like the kind you     	[1, 0, 0, 0, 0]	joy
20362	Ross	  Happy New Year  Pheebs   	[0, 0, 0, 0, 1]	joy
42910	Phoebe	 I have to go scream into a pillow    	[1, 0, 0, 0, 0]	anger
45394	Phoebe	" I want to  but I just want you to tell me that marriage isn t really   that big a deal  You know that I won t  I won t be missing out on anything    That marriage stinks "" "	[1, 0, 0, 0, 0]	joy
45431	Joey	 Because she is   	[0, 0, 1, 0, 0]	joy
8647	Rachel	 Yeah   Hi Mark   	[0, 0, 1, 0, 0]	joy
40455	Chandler	 Well  I \x92m sure you get another one at Ann Taylor \x92s   	[0, 0, 0, 1, 0]	joy
33933	Chandler	 I think it \x92s the dying cat parade   	[0, 0, 0, 1, 0]	anger
1068	Ross	 Hey  maybe I can fix that  you know  Try to turn it into something else       	[0, 0, 0, 0, 1]	anger
505	Ross	" Helen Geller  I don t think so  "" "	[0, 0, 0, 0, 1]	anger
235	Rachel	" Oh  That s great "" "	[0, 0, 1, 0, 0]	anger
25168	Ross	 Fine  I \x92m mentally unstable   	[0, 0, 0, 0, 1]	joy
13284	Rachel	" Ross  you guys went out once  You took your kids to Chucky Cheese  and you didn t even kiss her "" "	[0, 0, 1, 0, 0]	joy
6680	Joey	 I love that movie    	[0, 0, 1, 0, 0]	anger
4931	Joey	 What the hell does a paleontologist need a beeper for   	[0, 0, 1, 0, 0]	anger
10529	Ross	 Then be supportive like a guy   	[0, 0, 0, 0, 1]	joy
13870	Joey	 We \x92ve got a box    	[0, 0, 1, 0, 0]	anger
46185	Rachel	 Can I ask you a question   	[0, 0, 1, 0, 0]	joy
15720	Rachel	 Okay  okay  okay should I be scared   	[0, 0, 1, 0, 0]	anger
1419	Joey	 Here  I need to borrow some moisturizer   	[0, 0, 1, 0, 0]	joy
30779	Phoebe	 Your own boat   	[1, 0, 0, 0, 0]	surprise
26366	Ross	 You like it    	[0, 0, 0, 0, 1]	anger
1824	Ross	" Here s my retainer "" "	[0, 0, 0, 0, 1]	joy
26474	Rachel	  Y \x92know what  I don \x92t  I don \x92t think Phoebe really wants to come   	[0, 0, 1, 0, 0]	anger
20661	Monica	 Am I on fire today or what   Those birds are browned  basted  and ready to be carved   	[0, 1, 0, 0, 0]	anger
35816	Joey	 So uh  what \x92s your name   	[0, 0, 1, 0, 0]	joy
15070	Ross	 Y \x92know what  I don \x92t know how comfortable I am going to see how hot the sex is between some guy and your girlfriend   	[0, 0, 0, 0, 1]	anger
20859	Rachel	" Well maybe  maybe she s with us right now "" "	[0, 0, 1, 0, 0]	joy
36969	Rachel	 Are you sure   	[0, 0, 1, 0, 0]	joy
2280	Phoebe	" Oh  yeah  oh  I m sure of it  You should just do it  just sweep and throw me  "" "	[1, 0, 0, 0, 0]	anger
14083	Chandler	 It \x92s not gonna be exactly like last time   	[0, 0, 0, 1, 0]	anger
2944	Ross	" Wha I m having  I m having a boy   Huh  am I having a boy "" "	[0, 0, 0, 0, 1]	anger
30261	Phoebe	 So have you decided on a band for the wedding  Because  y \x92know  I \x92m kinda musical   	[1, 0, 0, 0, 0]	anger
35561	Chandler	" No I didn t "" "	[0, 0, 0, 1, 0]	anger
33114	Chandler	 I know  just quick quick question  quick question  Which one was Deep Impact and which one was Armageddon   	[0, 0, 0, 1, 0]	anger
7086	Chandler	 Okay  one   two     	[0, 0, 0, 1, 0]	joy
36027	Ross	  Y \x92know what  Actually I \x92m kinda glad they \x92re leaving  \x91cause uh  I need to talk to you about something   	[0, 0, 0, 0, 1]	anger
40441	Monica	  I I \x92m the head chef  I I can \x92t get promoted   	[0, 1, 0, 0, 0]	joy
17810	Ross	 I don \x92t know  A month   	[0, 0, 0, 0, 1]	anger
44464	Rachel	 We are looking for our Christmas presents from Monica   	[0, 0, 1, 0, 0]	joy
9358	Rachel	" Honey see  it doesn \x92t mean that I don \x92t love you  Because I do  I love you  I love you so much  But my work it \x92s it \x92s for me y know  I \x92m out there  on my own  and I \x92m doing it and it \x92s scary but I love it  because it \x92s mine  I  but  I mean is that okay "" "	[0, 0, 1, 0, 0]	anger
20383	Phoebe	 Well  I taught me and I love me   	[1, 0, 0, 0, 0]	joy
37072	Joey	 Oh my God Pheebs  You \x92re gonna have a baby   	[0, 0, 1, 0, 0]	anger
46935	Joey	" So  I don t have to learn what that means "" "	[0, 0, 1, 0, 0]	joy
626	Joey	 I am pretty wisdomous   	[0, 0, 1, 0, 0]	anger
1303	Chandler	 Sounds good to me    but what would a guy think    	[0, 0, 0, 1, 0]	joy
5891	Rachel	" Well  first of all  Paulo and I are not back together  It was just a stupid thing I did  and if I could go back in time and do it again  well  I wouldn t  Um  second of all   what "" "	[0, 0, 1, 0, 0]	joy
39664	Chandler	 Hi honey I \x92m home   	[0, 0, 0, 1, 0]	joy
37201	Monica	  I don \x92t know how any of these got opened    	[0, 1, 0, 0, 0]	joy
972	Rachel	 Oh  him  the little guy  Oh  I love him    	[0, 0, 1, 0, 0]	surprise
11241	Chandler	 If they can \x92t find a home for her  they kill her  And I \x92m not gonna let that happen to little Yasmine   	[0, 0, 0, 1, 0]	joy
40263	Phoebe	 Umm  Chandler  Monica  this is Don   	[1, 0, 0, 0, 0]	anger
2637	Joey	 Yeah  I guess so   	[0, 0, 1, 0, 0]	joy
20298	Ross	 Hey  if they have a ball maybe you can stick razor blades in it and teach them a new game  Gonna Need Stitches Ball   	[0, 0, 0, 0, 1]	anger
7006	Joey	  Hey  does somebody wanna hand me one of those tiles   	[0, 0, 1, 0, 0]	anger
1933	Monica	 How she drove you crazy  picking on every little detail  like your hair    for example   	[0, 1, 0, 0, 0]	anger
4809	Ross	"  Oh God   We didn t get into Scranton   That was like our safety zoo  They take like dogs and cows  See  I don t know who this is harder on  me or him "" "	[0, 0, 0, 0, 1]	joy
21591	Joey	  Hey  you guys   	[0, 0, 1, 0, 0]	anger
4639	Rachel	 Even when we were having sex in that chair   	[0, 0, 1, 0, 0]	anger
40645	Joey	 Well I can promise you  at least one person will be crying   I \x92m an actor  and any actor worth himself can cry on cue    	[0, 0, 1, 0, 0]	joy
13790	Monica	 Oh my God  ice just got in my eye   	[0, 1, 0, 0, 0]	anger
34082	Joey	 All right  here we go    	[0, 0, 1, 0, 0]	joy
30725	Rachel	 Yeah that \x92s right  Come on Joey  sex me up   	[0, 0, 1, 0, 0]	joy
44161	Rachel	 has your girlfriend got the butt   	[0, 0, 1, 0, 0]	anger
45853	Rachel	" I m hoping that if she hears it enough it will be her first word "" "	[0, 0, 1, 0, 0]	anger
21413	Chandler	" Very  very funny  but don t say things like that in front of Monica  I don t want you putting any ideas in her head "" "	[0, 0, 0, 1, 0]	joy
39666	Chandler	 It was awful  To get out of going to dinner with Doug I told him that\r\r you and I split up  So then he took me to all these strip clubs and sleazy bars  and then\r\r when I wouldn \x92t give him my wedding ring  he threw a soda can at a bird   	[0, 0, 0, 1, 0]	anger
36509	Chandler	  No  that \x92s okay   Monica I thought this was going to be the most difficult thing I ever gonna had to do  But when I saw you walking down that aisle I realized how simple it was  I love you  Any surprises that come our way it \x92s okay  because I will always love you  You are the person I was meant to spend the rest of my life with  You wanna know if I \x92m sure    	[0, 0, 0, 1, 0]	joy
33718	Rachel	 Okay   Happy birthday Grandma  It \x92s better to be over the hill  then buried under it   All our love Monica and Chandler   That \x92s funny  yeah   	[0, 0, 1, 0, 0]	anger
13431	Chandler	 You got me   	[0, 0, 0, 1, 0]	joy
837	Joey	" I guess they weren t as good friends as we are "" "	[0, 0, 1, 0, 0]	anger
1492	Rachel	" What  You don t want me to get a job "" "	[0, 0, 1, 0, 0]	joy
21299	Joey	" It s not my first time "" "	[0, 0, 1, 0, 0]	anger
23071	Joey	" Whoa whoa you guys  it s not a cat "" "	[0, 0, 1, 0, 0]	anger
41311	Joey	  It \x92s a pleasure to meet you Ray   	[0, 0, 1, 0, 0]	joy
47032	Joey	" Fine  I ll rent a car and drive     Ross  you have to get that job "" "	[0, 0, 1, 0, 0]	anger
9063	Joey	  What are you doing   Get back over on your side of the     Hello    Hi  I \x92m Joey  we haven \x92t met   	[0, 0, 1, 0, 0]	anger
2310	Chandler	 Yeah  we played  we watched TV   that juggling thing is amazing   	[0, 0, 0, 1, 0]	anger
19152	Joey	" What s the matter Ross "" "	[0, 0, 1, 0, 0]	anger
802	Monica	  I am scrappy   	[0, 1, 0, 0, 0]	joy
45780	Ross	" They re towing a car  And I am seeing   spots "" "	[0, 0, 0, 0, 1]	anger
8559	Monica	 Wait a minute  why don \x92t you just call Mark   I mean  who says you have to sit here and wait for him  you \x92ve got to make stuff happen   	[0, 1, 0, 0, 0]	anger
14298	Joey	 Done  I did it  Heh  who \x92s stupid now    	[0, 0, 1, 0, 0]	anger
26355	Rachel	 And fifty  So it was like one and fifty dollars   	[0, 0, 1, 0, 0]	joy
487	Rachel	" Look  Charlie  I just want you to know  Ross is just having a   little trouble adjusting to the thought of Joey and me  You know  he   normally doesn t drink like this "" "	[0, 0, 1, 0, 0]	joy
13736	Chandler	 How is that worse    	[0, 0, 0, 1, 0]	anger
17588	Ross	 No  that \x92s all right   	[0, 0, 0, 0, 1]	anger
6229	Phoebe	 Yeah  oh  Princess Leia and the gold bikini  every guy our age loved that   	[1, 0, 0, 0, 0]	joy
1840	Ross	" Erica  those things aren t free  In fact they have one of the highest mark ups of any consumer product   "" "	[0, 0, 0, 0, 1]	joy
468	Monica	  Uh  look  officer    uhm Sir     	[0, 1, 0, 0, 0]	anger
38885	Rachel	 All right  I promise  I \x92ll fix this  I swear  I \x92ll I \x92ll I \x92ll I \x92ll talk to her   	[0, 0, 1, 0, 0]	surprise
245	Ross	" The word you re looking for is  Anyway     "" "	[0, 0, 0, 0, 1]	anger
